"","gene_id","age","probe_id"
"15735","AT5G38350","MC","249562_at"
"15736","AT5G38360","UC","249563_at"
"15737","AT5G38380","MC","249508_at"
"15738","AT5G38400","MC","249564_at"
"15739","AT5G38440","MC","249565_at"
"15740","AT5G38450","UC","249566_at"
"15741","AT5G38460","UC","249513_at"
"15742","AT5G38470","UC","249512_at"
"15743","AT5G38480","UC","249514_at"
"15744","AT5G38500","MC","249511_at"
"15745","AT5G38510","MC","249510_at"
"15746","AT5G38520","UC","249524_at"
"15747","AT5G38530","UC","249515_at"
"15748","AT5G38560","UC","249526_at"
"15749","AT5G38580","MC","249517_at"
"15750","AT5G38610","MC","249518_at"
"15751","AT5G38630","UC","249523_at"
"15752","AT5G38660","MC","249519_at"
"15753","AT5G38670","MC","249520_at"
"15754","AT5G38690","MC","249521_at"
"15755","AT5G38700","MC","249522_at"
"15756","AT5G38710","UC","249527_at"
"15757","AT5G38720","MC","249528_at"
"15758","AT5G38730","MC","249529_at"
"15759","AT5G38760","MC","249536_at"
"15760","AT5G38770","MC","249531_at"
"15761","AT5G38790","MC","249533_at"
"15762","AT5G38800","MC","249534_at"
"15763","AT5G38820","UC","249535_at"
"15764","AT5G38830","MC","249537_at"
"15765","AT5G38840","UC","249538_at"
"15766","AT5G38850","MC","249504_at"
"15767","AT5G38880","MC","249506_at"
"15768","AT5G38890","UC","249475_at"
"15769","AT5G38895","MC","249483_at"
"15770","AT5G38900","UC","249481_at"
"15771","AT5G38910","MC","249476_at"
"15772","AT5G38970","UC","249484_at"
"15773","AT5G39040","UC","249487_at"
"15774","AT5G39050","MC","249494_at"
"15775","AT5G39080","MC","249493_at"
"15776","AT5G39090","MC","249489_at"
"15777","AT5G39130","MC","249491_at"
"15778","AT5G39210","MC","249472_at"
"15779","AT5G39220","UC","249497_at"
"15780","AT5G39230","MC","249498_at"
"15781","AT5G39250","MC","249499_at"
"15782","AT5G39260","MC","249500_at"
"15783","AT5G39310","MC","249503_at"
"15784","AT5G39320","UC","249469_at"
"15785","AT5G39340","MC","249473_at"
"15786","AT5G39350","MC","249470_at"
"15787","AT5G39360","MC","249471_at"
"15788","AT5G39370","MC","249444_at"
"15789","AT5G39380","MC","249445_at"
"15790","AT5G39400","MC","249447_at"
"15791","AT5G39410","UC","249456_at"
"15792","AT5G39430","MC","249449_at"
"15793","AT5G39440","UC","249450_at"
"15794","AT5G39500","UC","249452_at"
"15795","AT5G39510","UC","249453_at"
"15796","AT5G39520","MC","249454_at"
"15797","AT5G39560","MC","249458_at"
"15798","AT5G39580","MC","249459_at"
"15799","AT5G39590","MC","249442_at"
"15800","AT5G39600","MC","249443_at"
"15801","AT5G39610","MC","249467_at"
"15802","AT5G39620","UC","249413_at"
"15803","AT5G39630","UC","249460_at"
"15804","AT5G39650","MC","249468_at"
"15805","AT5G39660","MC","249415_at"
"15806","AT5G39670","MC","249417_at"
"15807","AT5G39680","MC","249462_at"
"15808","AT5G39710","MC","249464_at"
"15809","AT5G39720","UC","249465_at"
"15810","AT5G39730","UC","249441_at"
"15811","AT5G39740","UC","249466_at"
"15812","AT5G39760","MC","249422_at"
"15813","AT5G39785","MC","249423_at"
"15814","AT5G39785","MC","249418_at"
"15815","AT5G39790","MC","249425_at"
"15816","AT5G39820","MC","249420_at"
"15817","AT5G39830","UC","249421_at"
"15818","AT5G39840","UC","249426_at"
"15819","AT5G39850","UC","249427_at"
"15820","AT5G39860","MC","249383_at"
"15821","AT5G39870","MC","249428_at"
"15822","AT5G39880","MC","249429_at"
"15823","AT5G39890","MC","249384_at"
"15824","AT5G39900","UC","249430_at"
"15825","AT5G39910","MC","249431_at"
"15826","AT5G39930","UC","249432_at"
"15827","AT5G39940","UC","249433_at"
"15828","AT5G39950","UC","249385_at"
"15829","AT5G39960","UC","249434_at"
"15830","AT5G39970","UC","249435_at"
"15831","AT5G39980","MC","249436_at"
"15832","AT5G39990","MC","249437_at"
"15833","AT5G40020","MC","249439_at"
"15834","AT5G40030","UC","249440_at"
"15835","AT5G40040","UC","249381_at"
"15836","AT5G40090","MC","249388_at"
"15837","AT5G40100","MC","249389_at"
"15838","AT5G40140","MC","249391_at"
"15839","AT5G40150","MC","249392_at"
"15840","AT5G40170","MC","249393_at"
"15841","AT5G40190","MC","249395_at"
"15842","AT5G40200","UC","249396_at"
"15843","AT5G40210","MC","249406_at"
"15844","AT5G40230","MC","249397_at"
"15845","AT5G40250","MC","249398_at"
"15846","AT5G40260","UC","249401_at"
"15847","AT5G40270","UC","249403_at"
"15848","AT5G40360","MC","249350_at"
"15849","AT5G40370","UC","249380_at"
"15850","AT5G40380","MC","249410_at"
"15851","AT5G40390","UC","249411_at"
"15852","AT5G40410","MC","249412_at"
"15853","AT5G40420","MC","249353_at"
"15854","AT5G40430","MC","249352_at"
"15855","AT5G40440","MC","249351_at"
"15856","AT5G40460","MC","249379_at"
"15857","AT5G40470","MC","249359_at"
"15858","AT5G40480","UC","249354_at"
"15859","AT5G40490","UC","249357_at"
"15860","AT5G40500","UC","249355_at"
"15861","AT5G40510","UC","249358_at"
"15862","AT5G40520","MC","249356_at"
"15863","AT5G40530","UC","249360_at"
"15864","AT5G40550","MC","249362_at"
"15865","AT5G40560","MC","249363_at"
"15866","AT5G40580","UC","249374_at"
"15867","AT5G40600","MC","249365_at"
"15868","AT5G40610","UC","249366_at"
"15869","AT5G40630","MC","249367_at"
"15870","AT5G40640","MC","249368_at"
"15871","AT5G40645","MC","249376_at"
"15872","AT5G40650","UC","249343_at"
"15873","AT5G40660","UC","249342_at"
"15874","AT5G40670","UC","249373_at"
"15875","AT5G40680","MC","249369_at"
"15876","AT5G40690","MC","249377_at"
"15877","AT5G40710","UC","249370_at"
"15878","AT5G40730","MC","249375_at"
"15879","AT5G40740","MC","249345_at"
"15880","AT5G40750","MC","249371_at"
"15881","AT5G40760","UC","249372_at"
"15882","AT5G40770","UC","249344_at"
"15883","AT5G40780","UC","249346_at"
"15884","AT5G40810","UC","249324_at"
"15885","AT5G40820","UC","249328_at"
"15886","AT5G40830","MC","249347_at"
"15887","AT5G40840","MC","249326_at"
"15888","AT5G40850","UC","249325_at"
"15889","AT5G40870","UC","249318_at"
"15890","AT5G40890","UC","249327_at"
"15891","AT5G40910","MC","249320_at"
"15892","AT5G40930","UC","249322_at"
"15893","AT5G40940","MC","249323_at"
"15894","AT5G40950","MC","249331_at"
"15895","AT5G40960","MC","249329_at"
"15896","AT5G40980","MC","249332_at"
"15897","AT5G40990","MC","249333_at"
"15898","AT5G41000","UC","249334_at"
"15899","AT5G41010","UC","249335_at"
"15900","AT5G41040","MC","249289_at"
"15901","AT5G41050","MC","249288_at"
"15902","AT5G41060","UC","249290_at"
"15903","AT5G41070","MC","249336_at"
"15904","AT5G41080","UC","249337_at"
"15905","AT5G41090","MC","249338_at"
"15906","AT5G41100","MC","249339_at"
"15907","AT5G41150","UC","249292_at"
"15908","AT5G41170","MC","249341_at"
"15909","AT5G41180","MC","249314_at"
"15910","AT5G41190","UC","249315_at"
"15911","AT5G41210","UC","249291_at"
"15912","AT5G41250","MC","249287_at"
"15913","AT5G41260","MC","249293_at"
"15914","AT5G41280","MC","249295_at"
"15915","AT5G41310","MC","249296_at"
"15916","AT5G41330","MC","249298_at"
"15917","AT5G41340","UC","249299_at"
"15918","AT5G41350","MC","249308_at"
"15919","AT5G41400","MC","249306_at"
"15920","AT5G41410","MC","249309_at"
"15921","AT5G41450","MC","249302_at"
"15922","AT5G41460","MC","249303_at"
"15923","AT5G41480","UC","249304_at"
"15924","AT5G41490","MC","249305_at"
"15925","AT5G41520","UC","249310_at"
"15926","AT5G41540","MC","249311_at"
"15927","AT5G41550","MC","249312_at"
"15928","AT5G41560","MC","249313_at"
"15929","AT5G41580","MC","249286_at"
"15930","AT5G41600","UC","249267_at"
"15931","AT5G41610","MC","249255_at"
"15932","AT5G41620","MC","249256_at"
"15933","AT5G41650","UC","249258_at"
"15934","AT5G41670","UC","249266_at"
"15935","AT5G41680","MC","249260_at"
"15936","AT5G41700","UC","249265_at"
"15937","AT5G41720","MC","249262_at"
"15938","AT5G41730","MC","249263_at"
"15939","AT5G41760","UC","249282_at"
"15940","AT5G41770","UC","249269_at"
"15941","AT5G41800","UC","249283_at"
"15942","AT5G41810","MC","249284_at"
"15943","AT5G41820","MC","249272_at"
"15944","AT5G41850","UC","249273_at"
"15945","AT5G41870","UC","249275_at"
"15946","AT5G41880","UC","249276_at"
"15947","AT5G41890","MC","249277_at"
"15948","AT5G41900","MC","249278_at"
"15949","AT5G41920","MC","249279_at"
"15950","AT5G41940","MC","249281_at"
"15951","AT5G41950","UC","249236_at"
"15952","AT5G41960","MC","249285_at"
"15953","AT5G41970","UC","249238_at"
"15954","AT5G42000","UC","249251_at"
"15955","AT5G42010","MC","249252_at"
"15956","AT5G42030","MC","249231_at"
"15957","AT5G42050","MC","249237_at"
"15958","AT5G42060","MC","249253_at"
"15959","AT5G42070","MC","249230_at"
"15960","AT5G42080","UC","249232_at"
"15961","AT5G42090","UC","249229_at"
"15962","AT5G42100","UC","249235_at"
"15963","AT5G42120","MC","249223_at"
"15964","AT5G42130","MC","249224_at"
"15965","AT5G42140","MC","249225_at"
"15966","AT5G42150","UC","249233_at"
"15967","AT5G42170","MC","249226_at"
"15968","AT5G42180","MC","249227_at"
"15969","AT5G42190","UC","249228_at"
"15970","AT5G42200","MC","249234_at"
"15971","AT5G42220","MC","249240_at"
"15972","AT5G42230","UC","249241_at"
"15973","AT5G42240","UC","249216_at"
"15974","AT5G42250","UC","249242_at"
"15975","AT5G42270","UC","249244_at"
"15976","AT5G42290","MC","249246_at"
"15977","AT5G42300","UC","249217_at"
"15978","AT5G42310","MC","249247_at"
"15979","AT5G42320","MC","249248_at"
"15980","AT5G42340","MC","249250_at"
"15981","AT5G42370","UC","249201_at"
"15982","AT5G42380","MC","249197_at"
"15983","AT5G42390","UC","249218_at"
"15984","AT5G42400","MC","249219_at"
"15985","AT5G42420","UC","249220_at"
"15986","AT5G42440","MC","249221_at"
"15987","AT5G42450","MC","249222_at"
"15988","AT5G42470","UC","249192_at"
"15989","AT5G42480","UC","249193_at"
"15990","AT5G42490","MC","249194_at"
"15991","AT5G42520","MC","249199_at"
"15992","AT5G42540","UC","249200_at"
"15993","AT5G42560","MC","249196_at"
"15994","AT5G42570","MC","249204_at"
"15995","AT5G42620","UC","249209_at"
"15996","AT5G42630","MC","249206_at"
"15997","AT5G42640","MC","249207_at"
"15998","AT5G42650","UC","249208_at"
"15999","AT5G42660","MC","249160_at"
"16000","AT5G42670","MC","249210_at"
"16001","AT5G42680","MC","249211_at"
"16002","AT5G42690","MC","249212_at"
"16003","AT5G42700","MC","249213_at"
"16004","AT5G42720","MC","249214_at"
"16005","AT5G42740","UC","249163_at"
"16006","AT5G42750","MC","249190_at"
"16007","AT5G42760","UC","249191_at"
"16008","AT5G42765","MC","249162_at"
"16009","AT5G42780","MC","249189_at"
"16010","AT5G42790","UC","249161_at"
"16011","AT5G42800","MC","249215_at"
"16012","AT5G42810","UC","249165_at"
"16013","AT5G42820","UC","249164_at"
"16014","AT5G42830","MC","249188_at"
"16015","AT5G42850","MC","249177_at"
"16016","AT5G42860","MC","249167_at"
"16017","AT5G42870","MC","249168_at"
"16018","AT5G42880","MC","249169_at"
"16019","AT5G42890","UC","249178_at"
"16020","AT5G42900","MC","249174_at"
"16021","AT5G42910","MC","249170_at"
"16022","AT5G42920","MC","249181_at"
"16023","AT5G42940","MC","249171_at"
"16024","AT5G42950","MC","249172_at"
"16025","AT5G42955","MC","249179_at"
"16026","AT5G42960","MC","249182_at"
"16027","AT5G42970","UC","249175_at"
"16028","AT5G42980","MC","249176_at"
"16029","AT5G42990","UC","249183_at"
"16030","AT5G43000","MC","249173_at"
"16031","AT5G43010","UC","249180_at"
"16032","AT5G43020","MC","249184_at"
"16033","AT5G43060","UC","249187_at"
"16034","AT5G43070","MC","249138_at"
"16035","AT5G43080","UC","249129_at"
"16036","AT5G43100","MC","249130_at"
"16037","AT5G43120","MC","249132_at"
"16038","AT5G43130","MC","249133_at"
"16039","AT5G43140","UC","249137_at"
"16040","AT5G43150","MC","249134_at"
"16041","AT5G43170","MC","249139_at"
"16042","AT5G43180","MC","249136_at"
"16043","AT5G43190","MC","249140_at"
"16044","AT5G43200","MC","249141_at"
"16045","AT5G43230","MC","249142_at"
"16046","AT5G43230","MC","249143_at"
"16047","AT5G43260","MC","249148_at"
"16048","AT5G43270","MC","249144_at"
"16049","AT5G43280","UC","249145_at"
"16050","AT5G43310","MC","249146_at"
"16051","AT5G43320","MC","249149_at"
"16052","AT5G43330","UC","249147_at"
"16053","AT5G43340","UC","249150_at"
"16054","AT5G43360","UC","249151_at"
"16055","AT5G43380","UC","249126_at"
"16056","AT5G43410","MC","249154_at"
"16057","AT5G43430","UC","249158_at"
"16058","AT5G43440","MC","249128_at"
"16059","AT5G43460","MC","249159_at"
"16060","AT5G43500","UC","249127_at"
"16061","AT5G43520","MC","249097_at"
"16062","AT5G43530","MC","249098_at"
"16063","AT5G43550","MC","249099_at"
"16064","AT5G43560","MC","249100_at"
"16065","AT5G43580","MC","249101_at"
"16066","AT5G43590","MC","249102_at"
"16067","AT5G43600","UC","249103_at"
"16068","AT5G43610","UC","249104_at"
"16069","AT5G43640","UC","249105_at"
"16070","AT5G43670","UC","249106_at"
"16071","AT5G43680","UC","249107_at"
"16072","AT5G43700","MC","249109_at"
"16073","AT5G43710","UC","249092_at"
"16074","AT5G43720","MC","249119_at"
"16075","AT5G43730","MC","249110_at"
"16076","AT5G43740","MC","249124_at"
"16077","AT5G43745","MC","249090_at"
"16078","AT5G43750","MC","249120_at"
"16079","AT5G43770","MC","249111_at"
"16080","AT5G43780","UC","249112_at"
"16081","AT5G43790","MC","249113_at"
"16082","AT5G43810","UC","249115_at"
"16083","AT5G43830","MC","249121_at"
"16084","AT5G43840","MC","249117_at"
"16085","AT5G43850","UC","249122_at"
"16086","AT5G43860","MC","249091_at"
"16087","AT5G43870","MC","249118_at"
"16088","AT5G43880","MC","249093_at"
"16089","AT5G43890","UC","249094_at"
"16090","AT5G43900","UC","249095_at"
"16091","AT5G43910","UC","249096_at"
"16092","AT5G43920","UC","249066_at"
"16093","AT5G43930","UC","249079_at"
"16094","AT5G43940","UC","249077_at"
"16095","AT5G43960","UC","249067_at"
"16096","AT5G43970","MC","249076_at"
"16097","AT5G43980","MC","249068_at"
"16098","AT5G43990","MC","249080_at"
"16099","AT5G44000","UC","249075_at"
"16100","AT5G44010","MC","249069_at"
"16101","AT5G44020","MC","249073_at"
"16102","AT5G44030","MC","249070_at"
"16103","AT5G44050","UC","249071_at"
"16104","AT5G44060","MC","249072_at"
"16105","AT5G44070","MC","249078_at"
"16106","AT5G44080","MC","249074_at"
"16107","AT5G44090","UC","249081_at"
"16108","AT5G44110","UC","249063_at"
"16109","AT5G44120","MC","249082_at"
"16110","AT5G44130","MC","249037_at"
"16111","AT5G44140","UC","249083_at"
"16112","AT5G44150","MC","249084_at"
"16113","AT5G44160","MC","249034_at"
"16114","AT5G44170","UC","249085_at"
"16115","AT5G44180","MC","249086_at"
"16116","AT5G44190","MC","249035_at"
"16117","AT5G44200","MC","249036_at"
"16118","AT5G44210","MC","249087_at"
"16119","AT5G44230","MC","249088_at"
"16120","AT5G44240","UC","249089_at"
"16121","AT5G44250","MC","249064_at"
"16122","AT5G44260","MC","249065_at"
"16123","AT5G44280","MC","249038_at"
"16124","AT5G44300","MC","249048_at"
"16125","AT5G44310","MC","249039_at"
"16126","AT5G44320","UC","249040_at"
"16127","AT5G44330","MC","249041_at"
"16128","AT5G44340","UC","249049_at"
"16129","AT5G44350","MC","249042_at"
"16130","AT5G44360","UC","249043_at"
"16131","AT5G44370","UC","249044_at"
"16132","AT5G44380","UC","249045_at"
"16133","AT5G44390","UC","249051_at"
"16134","AT5G44400","UC","249046_at"
"16135","AT5G44410","UC","249047_at"
"16136","AT5G44420","MC","249052_at"
"16137","AT5G44440","UC","249053_at"
"16138","AT5G44450","UC","249054_at"
"16139","AT5G44460","MC","249055_at"
"16140","AT5G44480","UC","249057_at"
"16141","AT5G44500","UC","249003_at"
"16142","AT5G44510","MC","249058_at"
"16143","AT5G44520","MC","249002_at"
"16144","AT5G44530","UC","249059_at"
"16145","AT5G44550","MC","249061_at"
"16146","AT5G44560","UC","249060_at"
"16147","AT5G44580","MC","249010_at"
"16148","AT5G44610","MC","249009_at"
"16149","AT5G44620","UC","249012_at"
"16150","AT5G44630","MC","249005_at"
"16151","AT5G44650","MC","249007_at"
"16152","AT5G44660","MC","249006_at"
"16153","AT5G44670","MC","249011_at"
"16154","AT5G44680","MC","249008_at"
"16155","AT5G44700","MC","249013_at"
"16156","AT5G44710","UC","249014_at"
"16157","AT5G44720","UC","249025_at"
"16158","AT5G44730","UC","249015_at"
"16159","AT5G44740","MC","249028_at"
"16160","AT5G44750","MC","249016_at"
"16161","AT5G44760","MC","249017_at"
"16162","AT5G44780","MC","249019_at"
"16163","AT5G44785","MC","249026_at"
"16164","AT5G44790","UC","249027_at"
"16165","AT5G44800","MC","249020_at"
"16166","AT5G44850","MC","249023_at"
"16167","AT5G44860","MC","249024_at"
"16168","AT5G44870","MC","249029_at"
"16169","AT5G44900","MC","249031_at"
"16170","AT5G44910","MC","249032_at"
"16171","AT5G44930","MC","248976_at"
"16172","AT5G44970","MC","248999_at"
"16173","AT5G44990","UC","249001_at"
"16174","AT5G45010","UC","248972_at"
"16175","AT5G45020","UC","248977_at"
"16176","AT5G45040","MC","248975_at"
"16177","AT5G45050","MC","248973_at"
"16178","AT5G45060","MC","248974_at"
"16179","AT5G45070","MC","248978_at"
"16180","AT5G45080","MC","248979_at"
"16181","AT5G45090","MC","248980_at"
"16182","AT5G45110","MC","248981_at"
"16183","AT5G45120","MC","248982_at"
"16184","AT5G45130","UC","248983_at"
"16185","AT5G45140","UC","248984_at"
"16186","AT5G45160","UC","248985_at"
"16187","AT5G45170","MC","248986_at"
"16188","AT5G45190","MC","248988_at"
"16189","AT5G45200","MC","248989_at"
"16190","AT5G45210","MC","248990_at"
"16191","AT5G45220","MC","248991_at"
"16192","AT5G45230","MC","248992_at"
"16193","AT5G45250","MC","248994_at"
"16194","AT5G45260","MC","248996_at"
"16195","AT5G45260","MC","248995_at"
"16196","AT5G45280","UC","248968_at"
"16197","AT5G45300","MC","248997_at"
"16198","AT5G45310","MC","248969_at"
"16199","AT5G45320","MC","248998_at"
"16200","AT5G45340","UC","248964_at"
"16201","AT5G45350","MC","248967_at"
"16202","AT5G45360","UC","248966_at"
"16203","AT5G45370","UC","248965_at"
"16204","AT5G45380","UC","248970_at"
"16205","AT5G45390","UC","248950_at"
"16206","AT5G45400","UC","248940_at"
"16207","AT5G45410","MC","248952_at"
"16208","AT5G45420","MC","248954_at"
"16209","AT5G45480","MC","248942_at"
"16210","AT5G45500","MC","248944_at"
"16211","AT5G45510","MC","248945_at"
"16212","AT5G45530","MC","248946_at"
"16213","AT5G45540","MC","248947_at"
"16214","AT5G45550","UC","248951_at"
"16215","AT5G45560","MC","248948_at"
"16216","AT5G45590","MC","248958_at"
"16217","AT5G45600","UC","248955_at"
"16218","AT5G45610","MC","248956_at"
"16219","AT5G45620","UC","248957_at"
"16220","AT5G45630","MC","248959_at"
"16221","AT5G45640","MC","248960_at"
"16222","AT5G45650","MC","248961_at"
"16223","AT5G45670","MC","248912_at"
"16224","AT5G45680","MC","248962_at"
"16225","AT5G45690","UC","248915_at"
"16226","AT5G45700","MC","248963_at"
"16227","AT5G45710","MC","248936_at"
"16228","AT5G45750","UC","248914_at"
"16229","AT5G45760","UC","248913_at"
"16230","AT5G45770","MC","248937_at"
"16231","AT5G45780","MC","248938_at"
"16232","AT5G45790","MC","248939_at"
"16233","AT5G45800","MC","248908_at"
"16234","AT5G45810","MC","248909_at"
"16235","AT5G45820","MC","248910_at"
"16236","AT5G45830","MC","248911_at"
"16237","AT5G45840","MC","248916_at"
"16238","AT5G45850","MC","248917_at"
"16239","AT5G45880","MC","248926_at"
"16240","AT5G45890","UC","248918_at"
"16241","AT5G45900","UC","248927_at"
"16242","AT5G45910","MC","248925_at"
"16243","AT5G45920","UC","248919_at"
"16244","AT5G45930","UC","248920_at"
"16245","AT5G45940","UC","248923_at"
"16246","AT5G45950","MC","248921_at"
"16247","AT5G45960","MC","248924_at"
"16248","AT5G45970","UC","248928_at"
"16249","AT5G45980","MC","248922_at"
"16250","AT5G46000","MC","248929_at"
"16251","AT5G46020","UC","248881_at"
"16252","AT5G46030","UC","248884_at"
"16253","AT5G46040","UC","248931_at"
"16254","AT5G46050","UC","248932_at"
"16255","AT5G46080","MC","248934_at"
"16256","AT5G46100","MC","248935_at"
"16257","AT5G46110","UC","248886_at"
"16258","AT5G46140","MC","248877_at"
"16259","AT5G46150","UC","248885_at"
"16260","AT5G46160","UC","248878_at"
"16261","AT5G46180","UC","248879_at"
"16262","AT5G46190","MC","248883_at"
"16263","AT5G46200","MC","248880_at"
"16264","AT5G46210","UC","248882_at"
"16265","AT5G46230","MC","248889_at"
"16266","AT5G46240","MC","248888_at"
"16267","AT5G46250","MC","248905_at"
"16268","AT5G46280","UC","248891_at"
"16269","AT5G46290","UC","248903_at"
"16270","AT5G46295","MC","248904_at"
"16271","AT5G46300","MC","248892_at"
"16272","AT5G46310","MC","248893_at"
"16273","AT5G46320","MC","248894_at"
"16274","AT5G46330","UC","248895_at"
"16275","AT5G46340","UC","248907_at"
"16276","AT5G46350","MC","248896_at"
"16277","AT5G46370","MC","248898_at"
"16278","AT5G46390","UC","248899_at"
"16279","AT5G46400","MC","248900_at"
"16280","AT5G46410","MC","248901_at"
"16281","AT5G46420","MC","248906_at"
"16282","AT5G46450","MC","248873_at"
"16283","AT5G46460","MC","248874_at"
"16284","AT5G46470","MC","248875_at"
"16285","AT5G46470","MC","248845_at"
"16286","AT5G46500","MC","248846_at"
"16287","AT5G46540","UC","248849_at"
"16288","AT5G46550","MC","248850_at"
"16289","AT5G46560","UC","248852_at"
"16290","AT5G46570","MC","248853_at"
"16291","AT5G46580","MC","248854_at"
"16292","AT5G46590","MC","248855_at"
"16293","AT5G46620","MC","248856_at"
"16294","AT5G46630","UC","248858_at"
"16295","AT5G46640","MC","248857_at"
"16296","AT5G46660","MC","248859_at"
"16297","AT5G46680","MC","248871_at"
"16298","AT5G46690","MC","248839_at"
"16299","AT5G46700","MC","248861_at"
"16300","AT5G46710","MC","248870_at"
"16301","AT5G46730","MC","248862_at"
"16302","AT5G46740","MC","248841_at"
"16303","AT5G46750","UC","248863_at"
"16304","AT5G46760","MC","248864_at"
"16305","AT5G46770","MC","248840_at"
"16306","AT5G46780","MC","248868_at"
"16307","AT5G46790","MC","248865_at"
"16308","AT5G46795","MC","248872_at"
"16309","AT5G46800","UC","248838_at"
"16310","AT5G46830","MC","248867_at"
"16311","AT5G46840","UC","248869_at"
"16312","AT5G46850","MC","248842_at"
"16313","AT5G46860","UC","248813_at"
"16314","AT5G46910","MC","248814_at"
"16315","AT5G46940","MC","248824_at"
"16316","AT5G47000","MC","248822_at"
"16317","AT5G47010","UC","248816_at"
"16318","AT5G47020","MC","248817_at"
"16319","AT5G47030","UC","248825_at"
"16320","AT5G47040","UC","248818_at"
"16321","AT5G47050","MC","248819_at"
"16322","AT5G47060","MC","248820_at"
"16323","AT5G47070","MC","248821_at"
"16324","AT5G47080","UC","248826_at"
"16325","AT5G47090","UC","248834_at"
"16326","AT5G47100","UC","248827_at"
"16327","AT5G47110","MC","248828_at"
"16328","AT5G47120","UC","248833_at"
"16329","AT5G47150","MC","248830_at"
"16330","AT5G47160","MC","248831_at"
"16331","AT5G47170","MC","248832_at"
"16332","AT5G47180","MC","248796_at"
"16333","AT5G47190","MC","248798_at"
"16334","AT5G47200","UC","248792_at"
"16335","AT5G47210","UC","248797_at"
"16336","AT5G47220","MC","248794_at"
"16337","AT5G47230","MC","248799_at"
"16338","AT5G47240","MC","248793_at"
"16339","AT5G47310","MC","248811_at"
"16340","AT5G47330","UC","248812_at"
"16341","AT5G47340","UC","248782_at"
"16342","AT5G47350","UC","248791_at"
"16343","AT5G47360","MC","248783_at"
"16344","AT5G47370","MC","248801_at"
"16345","AT5G47380","MC","248784_at"
"16346","AT5G47390","MC","248795_at"
"16347","AT5G47400","MC","248785_at"
"16348","AT5G47400","MC","248786_at"
"16349","AT5G47430","MC","248788_at"
"16350","AT5G47435","UC","248802_at"
"16351","AT5G47450","UC","248790_at"
"16352","AT5G47455","MC","248762_at"
"16353","AT5G47460","MC","248803_at"
"16354","AT5G47470","MC","248804_at"
"16355","AT5G47480","MC","248805_at"
"16356","AT5G47490","MC","248806_at"
"16357","AT5G47500","MC","248807_at"
"16358","AT5G47510","MC","248808_at"
"16359","AT5G47520","UC","248809_at"
"16360","AT5G47530","MC","248750_at"
"16361","AT5G47540","UC","248751_at"
"16362","AT5G47550","MC","248763_at"
"16363","AT5G47560","UC","248756_at"
"16364","AT5G47570","UC","248760_at"
"16365","AT5G47580","MC","248766_at"
"16366","AT5G47600","MC","248752_at"
"16367","AT5G47610","MC","248759_at"
"16368","AT5G47620","MC","248758_at"
"16369","AT5G47630","MC","248753_at"
"16370","AT5G47635","MC","248761_at"
"16371","AT5G47640","MC","248764_at"
"16372","AT5G47650","UC","248765_at"
"16373","AT5G47670","MC","248754_at"
"16374","AT5G47680","UC","248757_at"
"16375","AT5G47700","UC","248768_at"
"16376","AT5G47710","MC","248767_at"
"16377","AT5G47720","UC","248779_at"
"16378","AT5G47730","MC","248769_at"
"16379","AT5G47740","MC","248770_at"
"16380","AT5G47750","MC","248720_at"
"16381","AT5G47760","UC","248780_at"
"16382","AT5G47770","UC","248718_at"
"16383","AT5G47780","MC","248721_at"
"16384","AT5G47790","MC","248771_at"
"16385","AT5G47820","UC","248773_at"
"16386","AT5G47830","MC","248774_at"
"16387","AT5G47840","UC","248748_at"
"16388","AT5G47850","MC","248775_at"
"16389","AT5G47870","MC","248781_at"
"16390","AT5G47880","UC","248749_at"
"16391","AT5G47890","UC","248746_at"
"16392","AT5G47900","UC","248776_at"
"16393","AT5G47910","UC","248719_at"
"16394","AT5G47920","MC","248777_at"
"16395","AT5G47930","UC","248747_at"
"16396","AT5G47940","MC","248778_at"
"16397","AT5G47950","MC","248723_at"
"16398","AT5G47960","UC","248726_at"
"16399","AT5G47970","UC","248724_at"
"16400","AT5G47980","MC","248725_at"
"16401","AT5G47990","UC","248727_at"
"16402","AT5G48000","MC","248728_at"
"16403","AT5G48010","UC","248729_at"
"16404","AT5G48020","UC","248738_at"
"16405","AT5G48030","UC","248739_at"
"16406","AT5G48060","MC","248731_at"
"16407","AT5G48070","MC","248732_at"
"16408","AT5G48090","MC","248734_at"
"16409","AT5G48100","UC","248735_at"
"16410","AT5G48120","UC","248737_at"
"16411","AT5G48130","MC","248740_at"
"16412","AT5G48140","MC","248714_at"
"16413","AT5G48150","MC","248689_at"
"16414","AT5G48170","MC","248741_at"
"16415","AT5G48180","UC","248713_at"
"16416","AT5G48220","UC","248688_at"
"16417","AT5G48230","UC","248690_at"
"16418","AT5G48250","MC","248744_at"
"16419","AT5G48270","MC","248711_at"
"16420","AT5G48290","MC","248715_at"
"16421","AT5G48300","UC","248687_at"
"16422","AT5G48310","MC","248691_at"
"16423","AT5G48330","UC","248693_at"
"16424","AT5G48340","MC","248694_at"
"16425","AT5G48350","MC","248695_at"
"16426","AT5G48360","MC","248696_at"
"16427","AT5G48370","UC","248697_at"
"16428","AT5G48380","MC","248698_at"
"16429","AT5G48390","UC","248699_at"
"16430","AT5G48400","MC","248700_at"
"16431","AT5G48410","MC","248701_at"
"16432","AT5G48420","MC","248702_at"
"16433","AT5G48430","MC","248703_at"
